,UnqID,ProgID,SurveyDescription,Easting,Northing,Location,Borough,Functional cycling area
727,INNCY149,INNCY,Inner area cycle surveys,533009.0,184816.0,Balls Pond Road,Hackney,Inner
728,INNCY150,INNCY,Inner area cycle surveys,537986.794864129,181016.483825729,East India Dock Road,Tower Hamlets,Inner
729,INNCY151,INNCY,Inner area cycle surveys,532420.224312333,184362.865933815,Essex Road (Canonbury),Islington,Inner
730,INNCY152,INNCY,Inner area cycle surveys,535525.001010685,180356.002886432,Rotherhithe Tunnel,Southwark,Inner
731,INNCY153,INNCY,Inner area cycle surveys,533370.723201129,187914.289349437,Amhurst Park,Hackney,Inner
732,INNCY154,INNCY,Inner area cycle surveys,531062.980069297,183097.248213119,Pentonville Road,Islington,Inner
733,INNCY155,INNCY,Inner area cycle surveys,535020.370291053,183725.928255329,Victoria Park Road,Hackney,Inner
734,INNCY156,INNCY,Inner area cycle surveys,534669.592411568,185274.065105765,Pembury Road,Hackney,Inner
735,INNCY157,INNCY,Inner area cycle surveys,529863.587521043,185048.449687507,Camden Road,Islington,Inner
736,INNCY158,INNCY,Inner area cycle surveys,532090.256967067,184179.028556717,Canonbury Road,Islington,Inner
737,INNCY159,INNCY,Inner area cycle surveys,531823.430299713,183744.033072879,Essex Road (Islington),Islington,Inner
738,INNCY160,INNCY,Inner area cycle surveys,534871.002764146,186060.000134204,Lower Clapton Road,Hackney,Inner
739,INNCY161,INNCY,Inner area cycle surveys,532354.733792007,184867.591457637,St. Paul's Road,Islington,Inner
740,INNCY162,INNCY,Inner area cycle surveys,534954.335596695,182008.739795413,Cambridge Heath Road,Tower Hamlets,Inner
741,INNCY163,INNCY,Inner area cycle surveys,534952.538173375,184467.665935127,Mare Street,Hackney,Inner
742,INNCY164,INNCY,Inner area cycle surveys,533992.202926685,184966.273210279,Dalston Lane,Hackney,Inner
743,INNCY165,INNCY,Inner area cycle surveys,527821.665159111,185339.546361951,Southampton Road,Camden,Inner
744,INNCY166,INNCY,Inner area cycle surveys,527290.576038406,182093.625497133,Lisson Grove,Westminster,Inner
745,INNCY167,INNCY,Inner area cycle surveys,528505.584732386,178280.946865039,Ebury Bridge Road,Westminster,Inner
746,INNCY168,INNCY,Inner area cycle surveys,524531.283890311,180858.529039816,Ladbroke Grove (south),Kensington & Chelsea,Inner
747,INNCY169,INNCY,Inner area cycle surveys,528262.503841003,179616.584542731,Grosvenor Crescent,Westminster,Inner
748,INNCY170,INNCY,Inner area cycle surveys,533260.915477384,186558.927317783,Stoke Newington Church Street,Hackney,Inner
749,INNCY171,INNCY,Inner area cycle surveys,533795.780836074,182807.191241064,Columbia Road,Tower Hamlets,Inner
750,INNCY172,INNCY,Inner area cycle surveys,530494.697477965,183680.141361691,Copenhagen Street,Islington,Inner
751,INNCY173,INNCY,Inner area cycle surveys,534645.607528825,180959.530128556,Cannon Street,Tower Hamlets,Inner
752,INNCY174,INNCY,Inner area cycle surveys,534157.565872129,178354.845711714,Rolls Road,Southwark,Inner
753,INNCY175,INNCY,Inner area cycle surveys,533433.85563398,177076.351676825,Southampton Way,Southwark,Inner
754,INNCY176,INNCY,Inner area cycle surveys,528275.201235099,171182.828680234,Rectory Lane,Wandsworth,Inner
755,INNCY177,INNCY,Inner area cycle surveys,527504.964117156,173398.344495429,Bellevue Road,Wandsworth,Inner
756,INNCY178,INNCY,Inner area cycle surveys,526754.663556956,174404.576464524,Windmill Road,Wandsworth,Inner
757,INNCY179,INNCY,Inner area cycle surveys,527154.680941337,178279.527271393,Sydney Street,Kensington & Chelsea,Inner
758,INNCY180,INNCY,Inner area cycle surveys,525745.987517031,181488.608681395,Porchester Road,Westminster,Inner
759,INNCY181,INNCY,Inner area cycle surveys,528298.683169115,185645.848683823,Gordon House Road,Camden,Inner
760,INNCY182,INNCY,Inner area cycle surveys,528319.468968151,187583.244110151,North Road,Haringey,Inner
761,INNCY183,INNCY,Inner area cycle surveys,533928.96330804,183824.370076651,Queensbridge Road,Hackney,Inner
762,INNCY184,INNCY,Inner area cycle surveys,532371.75984318,183191.311287844,Shepherdess Walk,Hackney,Inner
763,INNCY185,INNCY,Inner area cycle surveys,534433.272470288,182320.770477559,Dunbridge Street,Tower Hamlets,Inner
764,INNCY186,INNCY,Inner area cycle surveys,535445.06514331,182472.027180778,Globe Road,Tower Hamlets,Inner
765,INNCY187,INNCY,Inner area cycle surveys,530143.161052859,172778.411949274,Sternhold Avenue,Lambeth,Inner
766,INNCY188,INNCY,Inner area cycle surveys,536120.904556706,177518.87500584,Sanford Street,Lewisham,Inner
767,INNCY189,INNCY,Inner area cycle surveys,531892.647587657,174903.183739676,Milkwood Road,Lambeth,Inner
768,INNCY190,INNCY,Inner area cycle surveys,527831.443801577,178032.867876911,Royal Hospital Road,Kensington & Chelsea,Inner
769,INNCY191,INNCY,Inner area cycle surveys,526141.189785729,179590.31206315,Palace Gate,Kensington & Chelsea,Inner
770,INNCY192,INNCY,Inner area cycle surveys,522431.167887128,179259.016895405,Paddenswick Road,Hammersmith & Fulham,Inner
771,INNCY193,INNCY,Inner area cycle surveys,524946.975135846,180711.101240585,Kensington Park Road,Kensington & Chelsea,Inner
772,INNCY194,INNCY,Inner area cycle surveys,523687.377151431,182956.608470827,Mortimer Road,Brent,Inner
773,INNCY195,INNCY,Inner area cycle surveys,533604.693299995,186929.651199176,Manor Road,Hackney,Inner
774,INNCY196,INNCY,Inner area cycle surveys,531386.310140377,184379.531163443,Liverpool Road,Islington,Inner
775,INNCY197,INNCY,Inner area cycle surveys,532963.639799384,184553.341410777,Southgate Road,Hackney,Inner
776,INNCY198,INNCY,Inner area cycle surveys,532948.839914708,186396.923690839,Albion Road,Hackney,Inner
777,INNCY199,INNCY,Inner area cycle surveys,529999.045629872,174160.996188653,Kings Avenue,Lambeth,Inner
778,INNCY200,INNCY,Inner area cycle surveys,531325.783146834,175231.239834596,Atlantic Road,Lambeth,Inner
779,INNCY201,INNCY,Inner area cycle surveys,536492.616646327,175848.553130503,Brockley Road,Lewisham,Inner
780,INNCY202,INNCY,Inner area cycle surveys,524876.364432576,177885.350103434,North End Road,Hammersmith & Fulham,Inner
781,INNCY203,INNCY,Inner area cycle surveys,523193.15994397,175871.566542982,Lower Richmond Road,Wandsworth,Inner
782,INNCY204,INNCY,Inner area cycle surveys,528767.167540879,172952.072239533,Bedford Hill,Wandsworth,Inner
783,INNCY205,INNCY,Inner area cycle surveys,526818.282448412,179438.935394271,Exhibition Road,Westminster,Inner
784,INNCY206,INNCY,Inner area cycle surveys,528211.029924549,187202.193184844,Highgate West Hill,Camden,Inner
785,INNCY207,INNCY,Inner area cycle surveys,520998.357659101,180414.346185836,East Acton Lane,Ealing,Inner
786,INNCY208,INNCY,Inner area cycle surveys,523190.942022533,180795.796996677,South Africa Road,Hammersmith & Fulham,Inner
787,INNCY209,INNCY,Inner area cycle surveys,526778.65668476,183138.666357299,Circus Road,Westminster,Inner
788,INNCY210,INNCY,Inner area cycle surveys,531110.859,183608.862,Barnsbury Road,Islington,Inner
789,INNCY211,INNCY,Inner area cycle surveys,537451.096754269,182568.909448517,Campbell Road,Tower Hamlets,Inner
790,INNCY212,INNCY,Inner area cycle surveys,531454.150503117,185633.45223227,Drayton Park,Islington,Inner
791,INNCY213,INNCY,Inner area cycle surveys,535126.82227493,180311.555609332,Wapping High Street,Tower Hamlets,Inner
792,INNCY214,INNCY,Inner area cycle surveys,532781.539379905,186342.189358378,Stoke Newington Church Street,Hackney,Inner
793,INNCY215,INNCY,Inner area cycle surveys,535666.915002357,183990.672473085,Lauriston Road,Hackney,Inner
794,INNCY216,INNCY,Inner area cycle surveys,534234.772624279,181558.288735687,Plumbers Row,Tower Hamlets,Inner
795,INNCY217,INNCY,Inner area cycle surveys,535803.659340719,179156.916121448,Surrey Quays Road,Southwark,Inner
796,INNCY218,INNCY,Inner area cycle surveys,530859.928949561,174630.911676743,Brixton Water Lane,Lambeth,Inner
797,INNCY219,INNCY,Inner area cycle surveys,534610.796880856,175437.620758671,Peckham Rye,Southwark,Inner
798,INNCY220,INNCY,Inner area cycle surveys,537036.394916067,176326.406346443,Wickham Road,Lewisham,Inner
799,INNCY221,INNCY,Inner area cycle surveys,534063.283598438,172109.43344238,Sydenham Hill,Southwark,Inner
800,INNCY222,INNCY,Inner area cycle surveys,532959.335877489,171502.257244759,Gipsy Road,Lambeth,Inner
801,INNCY223,INNCY,Inner area cycle surveys,527107.552172083,170997.51172666,Blackshaw Road,Wandsworth,Inner
802,INNCY224,INNCY,Inner area cycle surveys,526607.522196546,172386.284194677,Aboyne Road,Wandsworth,Inner
803,INNCY225,INNCY,Inner area cycle surveys,526732.847125283,177787.388144753,Beaufort Street,Kensington & Chelsea,Inner
804,INNCY226,INNCY,Inner area cycle surveys,526772.992327784,175419.76586958,Plough Road,Wandsworth,Inner
805,INNCY227,INNCY,Inner area cycle surveys,525454.961595345,182411.004648296,Elgin Avenue,Westminster,Inner
806,INNCY228,INNCY,Inner area cycle surveys,524305.73199883,183872.696243429,Salusbury Road,Brent,Inner
807,INNCY229,INNCY,Inner area cycle surveys,528623.983809798,178439.651436328,Ebury Bridge,Westminster,Inner
808,INNCY230,INNCY,Inner area cycle surveys,528615.46666168,184685.423602643,Prince of Wales Road,Camden,Inner
809,INNCY231,INNCY,Inner area cycle surveys,530002.533290718,187302.834376602,Hazellville Road,Islington,Inner
810,INNCY232,INNCY,Inner area cycle surveys,532319.947879221,186331.232494748,Riversdale Road,Islington,Inner
811,INNCY233,INNCY,Inner area cycle surveys,534827.856359404,180557.145310012,Wapping Lane,Tower Hamlets,Inner
812,INNCY234,INNCY,Inner area cycle surveys,534354.870184278,179285.909197564,St. James's Road,Southwark,Inner
813,INNCY235,INNCY,Inner area cycle surveys,530349.114434103,172579.608856068,Leigham Court Road,Lambeth,Inner
814,INNCY236,INNCY,Inner area cycle surveys,534935.223545062,177128.81665888,Asylum Road,Southwark,Inner
815,INNCY237,INNCY,Inner area cycle surveys,529665.013469484,173114.965611791,Emmanuel Road,Lambeth,Inner
816,INNCY238,INNCY,Inner area cycle surveys,527849.401544655,176717.394427269,Prince of Wales Drive,Wandsworth,Inner
817,INNCY239,INNCY,Inner area cycle surveys,524751.072484083,183027.618144519,Fernhead Road,Westminster,Inner
818,INNCY240,INNCY,Inner area cycle surveys,525984.212067425,186308.918881953,West Heath Road,Camden,Inner
819,INNCY241,INNCY,Inner area cycle surveys,523766.958481178,180867.886361311,Bramley Road,Kensington & Chelsea,Inner
820,INNCY242,INNCY,Inner area cycle surveys,530882.710053383,187055.585150957,Tollington Park,Islington,Inner
821,INNCY243,INNCY,Inner area cycle surveys,533163.269218764,184400.455174007,Englefield Road,Hackney,Inner
822,INNCY244,INNCY,Inner area cycle surveys,530379.621160177,185042.581367296,North Road,Islington,Inner
823,INNCY245,INNCY,Inner area cycle surveys,537333.835495289,185014.049534448,Waterden Road,Hackney,Inner
824,INNCY246,INNCY,Inner area cycle surveys,537884.976604592,179761.413085991,Marsh Wall,Tower Hamlets,Inner
825,INNCY247,INNCY,Inner area cycle surveys,534931.406081773,170798.258762228,Lawrie Park Road,Bromley,Inner
826,INNCY248,INNCY,Inner area cycle surveys,532053.599425411,175739.984208034,Herne Hill Road,Lambeth,Inner
827,INNCY249,INNCY,Inner area cycle surveys,524190.284653292,177323.490933948,Munster Road,Hammersmith & Fulham,Inner
828,INNCY250,INNCY,Inner area cycle surveys,525951.578115587,171102.331722249,Queens Road,Merton,Inner
829,INNCY251,INNCY,Inner area cycle surveys,526466.276054823,182582.195645383,Hamilton Terrace,Westminster,Inner
830,INNCY252,INNCY,Inner area cycle surveys,525663.75952267,179543.015601621,Derry Street,Kensington & Chelsea,Inner
831,INNCY253,INNCY,Inner area cycle surveys,522567.788549573,180046.901365821,Coningham Road,Hammersmith & Fulham,Inner
832,INNCY254,INNCY,Inner area cycle surveys,527612.990907703,184480.102375233,Fellows Road,Camden,Inner
833,INNCY255,INNCY,Inner area cycle surveys,524187.266960929,180078.1524203,Addison Avenue,Kensington & Chelsea,Inner
834,INNCY256,INNCY,Inner area cycle surveys,527978.346055215,179378.99255273,Lowndes Street,Kensington & Chelsea,Inner
835,INNCY257,INNCY,Inner area cycle surveys,525592.349048473,178907.227594045,Marloes Road,Kensington & Chelsea,Inner
836,INNCY258,INNCY,Inner area cycle surveys,523985.881343535,179644.956421365,Addison Gardens,Kensington & Chelsea,Inner
837,INNCY259,INNCY,Inner area cycle surveys,527966.835949918,184667.75865918,Maitland Park Road,Camden,Inner
838,INNCY260,INNCY,Inner area cycle surveys,528991.375487402,187828.963773629,Northwood Road,Haringey,Inner
839,INNCY261,INNCY,Inner area cycle surveys,525454.747223757,185460.571718803,Lyncroft Gardens,Camden,Inner
840,INNCY262,INNCY,Inner area cycle surveys,523361.573562021,182732.382654799,Wakeman Road,Brent,Inner
841,INNCY263,INNCY,Inner area cycle surveys,522776.710152814,179470.056485951,Brackenbury Road,Hammersmith & Fulham,Inner
842,INNCY264,INNCY,Inner area cycle surveys,526055.845158271,178390.075627256,Boltons Place,Kensington & Chelsea,Inner
843,INNCY265,INNCY,Inner area cycle surveys,528667.600183022,186282.996302214,Croftdown Road,Camden,Inner
844,INNCY266,INNCY,Inner area cycle surveys,523238.367613987,179250.909216204,Trussley Road,Hammersmith & Fulham,Inner
845,INNCY267,INNCY,Inner area cycle surveys,525008.087528727,182937.413965197,Malvern Road,Brent,Inner
846,INNCY268,INNCY,Inner area cycle surveys,520965.261983841,181134.360084001,The Approach,Ealing,Inner
847,INNCY269,INNCY,Inner area cycle surveys,528259.956117123,182116.40897543,York Gate,Westminster,Inner
848,INNCY270,INNCY,Inner area cycle surveys,524064.753598028,182331.827312573,Kensal Road,Kensington & Chelsea,Inner
849,INNCY271,INNCY,Inner area cycle surveys,529002.687711232,183062.258228898,Park Village East,Camden,Inner
850,INNCY272,INNCY,Inner area cycle surveys,529754.208540475,185729.674688879,Dalmeny Road,Islington,Inner
851,INNCY273,INNCY,Inner area cycle surveys,532789.941097167,184311.710576884,Northchurch Road,Islington,Inner
852,INNCY274,INNCY,Inner area cycle surveys,537939.954672014,180244.654759501,Churchill Place,Tower Hamlets,Inner
853,INNCY275,INNCY,Inner area cycle surveys,531439.936017779,186056.181227354,Highbury Hill,Islington,Inner
854,INNCY276,INNCY,Inner area cycle surveys,534071.372003378,181882.305986714,Hanbury Street,Tower Hamlets,Inner
855,INNCY277,INNCY,Inner area cycle surveys,536190.055884161,184867.301540625,Hassett Road,Hackney,Inner
856,INNCY278,INNCY,Inner area cycle surveys,534020.681367728,179714.546501412,Wolseley Street,Southwark,Inner
857,INNCY279,INNCY,Inner area cycle surveys,536747.611651001,180886.431052948,Newell Street,Tower Hamlets,Inner
858,INNCY280,INNCY,Inner area cycle surveys,536511.102073316,179595.680526443,Rotherhithe Street,Southwark,Inner
859,INNCY281,INNCY,Inner area cycle surveys,538238.599030157,182796.934177118,Three Mill Lane,Tower Hamlets,Inner
860,INNCY282,INNCY,Inner area cycle surveys,534237.345083343,186088.581952743,Ottaway Street,Hackney,Inner
861,INNCY283,INNCY,Inner area cycle surveys,535791.0,180212.0,Lagado Mews,Southwark,Inner
862,INNCY284,INNCY,Inner area cycle surveys,529647.072216528,183435.441406325,Goldington Crescent,Camden,Inner
863,INNCY285,INNCY,Inner area cycle surveys,533177.17039178,188073.003917864,Vartry Road,Haringey,Inner
864,INNCY286,INNCY,Inner area cycle surveys,534668.33091722,185528.292333978,Downs Park Road,Hackney,Inner
865,INNCY287,INNCY,Inner area cycle surveys,537464.43726313,179820.956041998,Mastmaker Road,Tower Hamlets,Inner
866,INNCY288,INNCY,Inner area cycle surveys,537780.511680441,181169.430045329,Kerbey Street,Tower Hamlets,Inner
867,INNCY289,INNCY,Inner area cycle surveys,530198.650314069,171993.476634671,Pendennis Road,Lambeth,Inner
868,INNCY290,INNCY,Inner area cycle surveys,530501.829455818,177040.611907227,Aldebert Terrace,Lambeth,Inner
869,INNCY291,INNCY,Inner area cycle surveys,530932.534957617,172268.178002222,Leigham Vale,Lambeth,Inner
870,INNCY292,INNCY,Inner area cycle surveys,534762.819317438,176242.820272707,Brayards Road,Southwark,Inner
871,INNCY293,INNCY,Inner area cycle surveys,537067.454061234,176009.397089399,Breakspears Road,Lewisham,Inner
872,INNCY294,INNCY,Inner area cycle surveys,534728.025159592,171083.85701058,Crystal Palace Park (Sydenham),Bromley,Inner
873,INNCY295,INNCY,Inner area cycle surveys,531775.188,177388.193,John Ruskin Street,Southwark,Inner
874,INNCY296,INNCY,Inner area cycle surveys,531928.909366379,174814.509122521,Fawnbrake Avenue,Lambeth,Inner
875,INNCY297,INNCY,Inner area cycle surveys,533104.803490496,176239.661176989,McNeil Road,Southwark,Inner
876,INNCY298,INNCY,Inner area cycle surveys,533669.177922866,173835.849260992,Dulwich Park (Court Lane Gate),Southwark,Inner
877,INNCY299,INNCY,Inner area cycle surveys,530955.711824372,174468.528158542,Leander Road,Lambeth,Inner
878,INNCY300,INNCY,Inner area cycle surveys,537889.280526487,175564.344484382,Elmira Street,Lewisham,Inner
879,INNCY301,INNCY,Inner area cycle surveys,534046.059665798,176655.492146612,Bellenden Road,Southwark,Inner
880,INNCY302,INNCY,Inner area cycle surveys,530339.855230486,174664.951932821,Lambert Road,Lambeth,Inner
881,INNCY303,INNCY,Inner area cycle surveys,534123.991983325,179234.28397513,Spa Road,Southwark,Inner
882,INNCY304,INNCY,Inner area cycle surveys,526281.916488603,176981.608796692,Lots Road,Kensington & Chelsea,Inner
883,INNCY305,INNCY,Inner area cycle surveys,525476.085441886,172823.129149109,Ravensbury Road,Merton,Inner
884,INNCY306,INNCY,Inner area cycle surveys,528067.986359506,176263.464363398,Culvert Road,Wandsworth,Inner
885,INNCY307,INNCY,Inner area cycle surveys,524451.661335258,174765.273216153,Keswick Road,Wandsworth,Inner
886,INNCY308,INNCY,Inner area cycle surveys,523242.201567399,173722.411732147,Telegraph Road (by Tibbet's Corner),Wandsworth,Inner
887,INNCY309,INNCY,Inner area cycle surveys,525512.462651465,170413.838801297,Montague Road,Merton,Inner
888,INNCY310,INNCY,Inner area cycle surveys,524522.618331094,177971.105556191,Star Road,Hammersmith & Fulham,Inner
889,INNCY311,INNCY,Inner area cycle surveys,523199.07989784,171200.253692376,West Side Common,Merton,Inner
890,INNCY312,INNCY,Inner area cycle surveys,527666.254002416,176725.472115055,Battersea Park (Sun Gate),Wandsworth,Inner
891,INNCY313,INNCY,Inner area cycle surveys,524536.634934966,175823.970167303,Ranelagh Gardens,Hammersmith & Fulham,Inner
892,INNCY314,INNCY,Inner area cycle surveys,523496.743093712,174912.671023969,Hazlewell Road,Wandsworth,Inner
